Date,Open,High,Low,Close,Volume
2000-03-06,6554.95,6590.35,6529.37,6545.98,0
2000-03-07,6507.26,6589.18,6437.04,6441.85,0
2000-03-08,6366.83,6439.06,6333.46,6344.97,0
2000-03-09,6429.34,6447.73,6359.41,6423.43,0
2000-03-10,6543.19,6561.34,6465.05,6510.28,0
2000-03-13,6477.47,6483.81,6254.38,6336.93,0
2000-03-14,6331.22,6376.81,6271.59,6350.35,0
2000-03-15,6242.79,6249.66,6144.07,6188.94,0
2000-03-16,6217.62,6335.9,6216.97,6258.53,0
2000-03-17,6439.83,6447.17,6281.77,6304.28,0
2000-03-20,6328.04,6417.63,6319.48,6352.51,0
2000-03-21,6320.12,6334.62,6253.72,6320.87,0
2000-03-22,6401.45,6460.81,6270.44,6279.29,0
2000-03-23,6313.05,6337.32,6176.62,6268.31,0
2000-03-24,6344.79,6367.57,6283.39,6364.26,0
2000-03-27,6409.58,6459.63,6369.01,6450.85,0
2000-03-28,6427.68,6584.37,6424.46,6524.3,0
2000-03-29,6496.45,6567.95,6486.55,6505.48,0
2000-03-30,6454.36,6454.9,6289.98,6313.82,0
2000-03-31,6241.75,6359.51,6166.82,6286.05,0
2000-04-03,6382.28,6382.28,6083.08,6130.27,0
2000-04-04,6138.0,6250.09,6138.0,6221.94,0
2000-04-05,6189.7,6216.13,5913.71,6036.94,0
2000-04-06,6148.74,6243.42,6093.3,6224.02,0
2000-04-07,6342.2,6347.75,6207.76,6308.04,0
2000-04-10,6393.7,6429.51,6350.78,6364.9,0
2000-04-11,6253.59,6316.8,6201.51,6261.42,0
2000-04-12,6303.5,6325.77,6190.96,6238.7,0
2000-04-13,6109.87,6286.97,6072.89,6264.34,0
2000-04-14,6225.59,6254.45,6050.19,6065.71,0
2000-04-17,5772.87,6083.23,5752.44,6060.54,0
2000-04-18,6163.91,6175.66,5986.14,6147.44,0
2000-04-19,6212.93,6237.97,6120.08,6166.46,0
2000-04-20,6172.78,6258.77,6163.42,6234.51,0
2000-04-25,6219.41,6325.04,6162.09,6320.29,0
2000-04-26,6393.77,6461.52,6380.82,6390.87,0
2000-04-27,6403.19,6403.19,6184.71,6247.86,0
2000-04-28,6378.15,6456.62,6306.13,6419.72,0
2000-05-02,6489.04,6565.56,6478.47,6562.41,0
2000-05-03,6492.06,6543.72,6419.56,6435.65,0
2000-05-04,6520.3,6520.3,6399.99,6491.74,0
2000-05-05,6507.9,6575.17,6429.98,6545.76,0
2000-05-08,6563.83,6591.44,6475.92,6514.42,0
2000-05-09,6467.75,6507.25,6352.92,6369.61,0
2000-05-10,6363.39,6434.08,6255.52,6263.34,0
2000-05-11,6204.1,6389.0,6162.25,6380.13,0
2000-05-12,6418.91,6482.03,6375.27,6449.27,0
2000-05-15,6421.79,6465.78,6392.27,6392.27,0
2000-05-16,6461.05,6571.65,6454.26,6557.39,0
2000-05-17,6534.54,6539.4,6432.94,6453.05,0
2000-05-18,6423.1,6496.0,6418.22,6451.97,0
2000-05-19,6425.27,6428.22,6186.76,6196.05,0
2000-05-22,6184.04,6249.18,6029.81,6094.17,0
2000-05-23,6153.96,6206.44,6084.2,6148.56,0
2000-05-24,6003.9,6082.63,6003.9,6027.1,0
2000-05-25,6136.32,6179.53,6109.11,6129.66,0
2000-05-26,6052.23,6166.45,6017.79,6129.15,0
2000-05-29,6185.99,6237.02,6181.83,6205.13,0
2000-05-30,6247.22,6335.69,6200.74,6325.49,0
2000-05-31,6380.21,6443.68,6337.31,6426.26,0
2000-06-01,6428.46,6603.24,6427.35,6599.71,0
2000-06-02,6565.35,6780.66,6556.15,6673.52,0
2000-06-05,6678.77,6684.08,6595.08,6656.26,0
2000-06-06,6612.57,6697.31,6571.58,6589.77,0
2000-06-07,6551.57,6561.61,6456.56,6498.5,0
2000-06-08,6533.67,6602.95,6462.4,6523.66,0
2000-06-09,6523.46,6589.85,6505.58,6549.05,0
2000-06-13,6510.82,6596.67,6466.04,6532.84,0
2000-06-14,6570.95,6629.89,6499.51,6608.1,0
2000-06-15,6597.73,6622.23,6506.11,6512.98,0
2000-06-16,6644.17,6644.17,6456.26,6456.26,0
2000-06-19,6436.47,6522.01,6436.2,6505.16,0
2000-06-20,6569.52,6591.63,6535.68,6554.92,0
2000-06-21,6537.41,6573.49,6460.86,6490.76,0
2000-06-22,6513.62,6549.2,6457.93,6474.88,0
2000-06-23,6438.95,6549.12,6417.89,6545.35,0
2000-06-26,6548.67,6611.33,6524.98,6586.26,0
2000-06-27,6630.58,6634.61,6515.73,6568.09,0
2000-06-28,6551.34,6613.04,6510.18,6607.96,0
2000-06-29,6618.08,6631.02,6400.82,6400.82,0
2000-06-30,6430.26,6496.5,6391.64,6446.54,0
2000-07-03,6462.03,6508.47,6413.63,6508.47,0
2000-07-04,6501.42,6504.15,6459.29,6494.77,0
2000-07-05,6502.98,6572.66,6430.59,6462.7,0
2000-07-06,6434.21,6465.77,6393.12,6453.97,0
2000-07-07,6471.98,6568.15,6445.71,6565.97,0
2000-07-10,6471.9,6587.85,6471.9,6487.42,0
2000-07-11,6518.22,6518.22,6422.72,6490.35,0
2000-07-12,6506.12,6556.41,6489.81,6536.51,0
2000-07-13,6547.22,6588.11,6491.54,6570.36,0
2000-07-17,6605.32,6631.48,6582.68,6619.25,0
2000-07-18,6625.02,6625.02,6514.54,6514.54,0
2000-07-19,6542.8,6558.08,6485.78,6495.11,0
2000-07-20,6498.77,6567.03,6484.29,6563.77,0
2000-07-21,6544.71,6577.78,6450.8,6464.12,0
2000-07-24,6474.32,6539.98,6444.3,6502.57,0
2000-07-25,6576.61,6576.61,6458.73,6463.91,0
2000-07-26,6539.74,6539.74,6466.55,6493.0,0
2000-07-27,6512.53,6582.48,6464.94,6511.53,0
2000-07-28,6507.65,6535.69,6396.13,6415.72,0
2000-07-31,6412.52,6542.49,6374.52,6542.49,0
2000-08-01,6524.67,6569.22,6508.13,6532.29,0
2000-08-02,6539.4,6573.22,6473.76,6529.91,0
2000-08-03,6465.01,6486.6,6354.93,6354.93,0
2000-08-04,6424.1,6479.03,6391.46,6461.35,0
2000-08-07,6462.22,6536.95,6447.95,6519.04,0
2000-08-08,6519.04,6573.28,6492.01,6532.44,0
2000-08-09,6555.03,6619.24,6553.73,6570.18,0
2000-08-10,6565.32,6611.14,6539.97,6562.54,0
2000-08-11,6570.42,6580.76,6513.77,6553.0,0
2000-08-14,6613.37,6625.69,6554.79,6609.36,0
2000-08-15,6645.67,6676.66,6604.68,6636.61,0
2000-08-16,6666.9,6710.59,6646.41,6684.08,0
2000-08-17,6712.29,6712.3,6601.13,6635.34,0
2000-08-18,6640.46,6649.67,6587.9,6594.35,0
2000-08-21,6559.52,6615.34,6529.58,6571.63,0
2000-08-22,6599.09,6605.39,6513.71,6513.71,0
2000-08-23,6539.51,6552.56,6449.65,6501.7,0
2000-08-24,6513.38,6523.15,6454.53,6461.93,0
2000-08-25,6485.05,6602.29,6485.05,6595.11,0
2000-08-28,6598.82,6639.46,6570.66,6615.02,0
2000-08-29,6608.88,6642.87,6561.7,6633.99,0
2000-08-30,6627.28,6698.04,6588.38,6634.62,0
2000-08-31,6636.24,6668.63,6562.43,6625.42,0
2000-09-01,6648.64,6843.86,6648.64,6813.66,0
2000-09-04,6823.17,6944.77,6822.71,6922.33,0
2000-09-05,6929.05,6929.05,6838.7,6856.76,0
2000-09-06,6836.28,6873.36,6795.03,6796.79,0
2000-09-07,6780.72,6848.25,6769.28,6834.46,0
2000-09-08,6814.04,6845.48,6693.04,6703.36,0
2000-09-11,6722.93,6735.58,6650.73,6675.01,0
2000-09-12,6638.84,6714.12,6621.02,6697.8,0
2000-09-13,6696.54,6728.69,6564.6,6568.89,0
2000-09-14,6605.73,6683.44,6591.04,6637.91,0
2000-09-15,6620.5,6632.58,6570.49,6614.65,0
2000-09-18,6562.14,6584.17,6470.91,6522.38,0
2000-09-19,6482.76,6535.39,6468.34,6529.95,0
2000-09-20,6570.31,6570.31,6396.18,6405.43,0
2000-09-21,6414.32,6447.4,6215.89,6254.77,0
2000-09-22,6110.61,6259.56,6085.4,6258.58,0
2000-09-25,6344.18,6346.61,6276.27,6336.28,0
2000-09-26,6296.92,6349.12,6276.93,6294.06,0
2000-09-27,6258.91,6372.14,6233.98,6319.79,0
2000-09-28,6358.62,6371.24,6253.87,6311.03,0
2000-09-29,6290.51,6367.25,6249.29,6266.63,0
2000-10-02,6150.49,6384.24,6150.49,6349.24,0
2000-10-03,6315.39,6434.5,6304.7,6400.43,0
2000-10-04,6366.56,6389.21,6284.61,6296.13,0
2000-10-05,6317.89,6369.83,6304.81,6335.12,0
2000-10-06,6323.28,6356.39,6229.25,6258.41,0
2000-10-09,6220.08,6227.63,6082.79,6110.06,0
2000-10-10,6166.71,6184.69,6114.75,6143.3,0
2000-10-11,6062.57,6096.22,5947.64,5956.12,0
2000-10-12,6025.01,6076.66,5848.42,5990.7,0
2000-10-13,5862.51,6064.21,5828.14,6064.21,0
2000-10-16,6158.34,6158.34,6044.04,6088.04,0
2000-10-17,6097.19,6151.65,6067.15,6067.15,0
2000-10-18,5998.36,6012.43,5833.63,5937.35,0
2000-10-19,6012.56,6071.22,5964.77,6066.48,0
2000-10-20,6108.59,6183.46,6051.51,6149.44,0
2000-10-23,6123.19,6203.51,6120.09,6182.34,0
2000-10-24,6194.06,6323.74,6150.85,6323.74,0
2000-10-25,6246.14,6301.26,6188.39,6277.9,0
2000-10-26,6199.94,6297.19,6186.32,6208.42,0
2000-10-27,6274.79,6319.74,6225.91,6268.93,0
2000-10-30,6232.0,6296.84,6230.91,6296.84,0
2000-10-31,6347.05,6400.13,6320.76,6397.66,0
2000-11-01,6434.9,6434.9,6346.75,6409.05,0
2000-11-02,6419.47,6441.29,6383.07,6400.31,0
2000-11-03,6428.22,6444.98,6371.76,6398.92,0
2000-11-06,6459.5,6459.5,6348.56,6352.24,0
2000-11-07,6393.62,6395.49,6329.91,6386.07,0
2000-11-08,6423.6,6452.97,6332.4,6336.03,0
2000-11-09,6292.27,6330.6,6236.82,6271.15,0
2000-11-10,6261.7,6305.67,6137.59,6147.49,0
2000-11-13,6104.99,6132.64,5996.72,6037.73,0
2000-11-14,6081.96,6240.33,6072.53,6225.98,0
2000-11-15,6223.0,6312.78,6197.05,6301.78,0
2000-11-16,6290.37,6290.68,6220.62,6283.06,0
2000-11-17,6221.79,6272.9,6161.92,6161.92,0
2000-11-20,6178.57,6195.41,6005.9,6021.79,0
2000-11-21,6021.29,6116.82,6013.29,6081.02,0
2000-11-22,6043.14,6049.6,5937.37,5944.7,0
2000-11-23,5949.76,6055.21,5933.08,6053.04,0
2000-11-24,6047.53,6162.88,5989.13,6145.65,0
2000-11-27,6198.67,6254.17,6167.45,6171.33,0
2000-11-28,6145.19,6172.77,6055.04,6069.22,0
2000-11-29,6013.38,6091.58,5978.96,6060.65,0
2000-11-30,5992.64,6015.86,5893.54,5928.08,0
2000-12-01,5942.36,6023.11,5915.33,5928.5,0
2000-12-04,5933.31,5933.31,5763.18,5791.51,0
2000-12-05,5836.83,5994.89,5836.83,5994.89,0
2000-12-06,6084.53,6108.54,5967.22,5985.24,0
2000-12-07,5917.32,6020.7,5900.86,5984.69,0
2000-12-08,6003.14,6102.58,5937.13,5939.32,0
2000-12-11,6005.62,6090.09,6005.62,6077.88,0
2000-12-12,6071.75,6103.76,6026.72,6047.66,0
2000-12-13,6096.61,6126.41,5942.48,5962.29,0
2000-12-14,5919.13,5938.8,5845.9,5905.65,0
2000-12-15,5854.68,5884.6,5818.57,5839.54,0
2000-12-18,5832.7,5937.87,5832.7,5887.49,0
2000-12-19,5848.79,5972.42,5848.79,5958.86,0
2000-12-20,5867.61,5902.08,5748.87,5766.3,0
2000-12-21,5705.0,5810.27,5673.87,5758.92,0
2000-12-22,5772.68,5805.21,5735.43,5783.73,0
2000-12-27,5769.24,5874.09,5769.24,5857.15,0
2000-12-28,5880.91,5924.93,5877.9,5920.6,0
2000-12-29,5931.68,5981.4,5895.37,5926.42,0
2001-01-02,5956.15,5956.15,5774.64,5798.9,0
2001-01-03,5767.65,5767.65,5631.32,5684.05,0
2001-01-04,5890.33,5890.33,5764.88,5815.99,0
2001-01-05,5799.18,5862.04,5733.48,5758.02,0
2001-01-08,5715.8,5757.5,5695.19,5732.8,0
2001-01-09,5778.78,5792.56,5627.86,5663.19,0
2001-01-10,5672.04,5686.24,5603.92,5653.35,0
2001-01-11,5663.03,5702.93,5631.89,5702.78,0
2001-01-12,5738.67,5841.82,5738.5,5834.34,0
2001-01-15,5811.33,5853.88,5795.88,5833.38,0
2001-01-16,5820.39,5838.41,5749.07,5761.67,0
2001-01-17,5806.91,5908.04,5806.91,5884.09,0
2001-01-18,5868.14,5919.38,5837.51,5860.16,0
2001-01-19,5915.97,5962.8,5840.01,5845.73,0
2001-01-22,5844.97,5901.25,5805.62,5882.76,0
2001-01-23,5816.53,5850.83,5803.8,5839.73,0
2001-01-24,5898.39,5925.13,5862.73,5900.32,0
2001-01-25,5860.54,5959.81,5850.94,5934.68,0
2001-01-26,5828.22,5935.2,5828.22,5925.62,0
2001-01-29,5930.2,5935.48,5873.77,5887.9,0
2001-01-30,5896.26,5948.06,5860.22,5917.15,0
2001-01-31,5933.26,5999.18,5914.27,5998.49,0
2001-02-01,5936.31,5970.3,5870.51,5899.72,0
2001-02-02,5920.89,5933.88,5823.8,5826.37,0
2001-02-05,5795.73,5838.96,5784.78,5823.49,0
2001-02-06,5831.97,5859.35,5800.7,5852.35,0
2001-02-07,5813.1,5813.1,5744.68,5752.14,0
2001-02-08,5771.23,5816.13,5752.74,5773.46,0
2001-02-09,5764.68,5772.79,5701.64,5712.36,0
2001-02-12,5700.31,5777.88,5700.31,5759.48,0
2001-02-13,5789.58,5791.24,5720.45,5739.03,0
2001-02-14,5701.73,5703.89,5630.74,5644.23,0
2001-02-15,5665.04,5709.27,5628.95,5704.53,0
2001-02-16,5651.49,5662.19,5583.08,5595.13,0
2001-02-19,5570.57,5610.31,5570.57,5584.75,0
2001-02-20,5592.72,5640.42,5515.5,5548.74,0
2001-02-21,5516.85,5538.79,5433.3,5474.37,0
2001-02-22,5436.99,5509.88,5410.34,5452.48,0
2001-02-23,5455.78,5466.49,5302.79,5322.84,0
2001-02-26,5372.98,5429.79,5341.92,5415.1,0
2001-02-27,5440.05,5451.09,5380.05,5437.76,0
2001-02-28,5391.44,5443.73,5339.78,5367.48,0
2001-03-01,5334.23,5348.35,5260.02,5341.34,0
2001-03-02,5329.05,5365.79,5259.94,5291.92,0
2001-03-05,5325.03,5373.0,5274.83,5368.83,0
2001-03-06,5401.25,5468.66,5382.99,5457.28,0
2001-03-07,5429.16,5489.78,5397.99,5483.68,0
2001-03-08,5462.98,5507.26,5410.78,5438.66,0
2001-03-09,5393.88,5423.41,5342.09,5368.89,0
2001-03-12,5326.11,5326.11,5216.86,5242.4,0
2001-03-13,5157.5,5224.17,5155.16,5186.87,0
2001-03-14,5242.68,5242.68,4965.47,5115.5,0
2001-03-15,5146.74,5180.22,5061.37,5177.66,0
2001-03-16,5197.74,5197.74,5091.17,5104.77,0
2001-03-19,5100.08,5170.88,5035.42,5048.6,0
2001-03-20,5114.72,5145.88,5092.59,5138.4,0
2001-03-21,5050.97,5062.68,4977.28,5023.76,0
2001-03-22,4992.3,5001.08,4804.4,4824.82,0
2001-03-23,4922.39,4968.52,4911.54,4951.13,0
2001-03-26,5004.25,5127.14,4982.61,5124.8,0
2001-03-27,5104.46,5235.6,5079.62,5235.6,0
2001-03-28,5243.2,5243.2,5118.78,5150.43,0
2001-03-29,5072.48,5163.12,5028.73,5157.92,0
2001-03-30,5132.49,5233.68,5132.09,5180.45,0
2001-04-02,5218.48,5218.48,5111.82,5210.48,0
2001-04-03,5153.14,5153.14,4989.73,5004.0,0
2001-04-04,4946.21,5086.21,4872.92,5071.82,0
2001-04-05,5104.24,5196.72,5085.16,5158.56,0
2001-04-06,5232.09,5232.95,5087.49,5139.71,0
2001-04-09,5106.66,5217.28,5102.41,5183.22,0
2001-04-10,5213.77,5335.72,5192.14,5331.23,0
2001-04-11,5345.55,5403.87,5309.65,5361.53,0
2001-04-12,5359.67,5402.72,5329.6,5372.71,0
2001-04-17,5271.24,5362.11,5216.57,5340.98,0
2001-04-18,5429.18,5533.8,5416.32,5505.08,0
2001-04-19,5530.5,5531.81,5436.94,5480.05,0
2001-04-20,5483.45,5530.62,5431.08,5449.34,0
2001-04-23,5424.32,5432.84,5370.51,5396.85,0
2001-04-24,5399.61,5488.33,5391.45,5424.43,0
2001-04-25,5407.99,5425.12,5374.52,5407.84,0
2001-04-26,5418.68,5491.53,5374.22,5481.73,0
2001-04-27,5461.67,5607.12,5444.82,5575.97,0
2001-04-30,5580.46,5653.14,5570.74,5640.03,0
2001-05-02,5661.08,5670.02,5571.49,5572.91,0
2001-05-03,5605.62,5614.21,5457.07,5457.07,0
2001-05-04,5455.24,5502.71,5378.36,5455.55,0
2001-05-07,5492.08,5527.04,5471.39,5498.52,0
2001-05-08,5494.38,5558.52,5460.76,5516.93,0
2001-05-09,5486.75,5497.09,5440.74,5492.08,0
2001-05-10,5482.03,5624.51,5481.21,5606.46,0
2001-05-11,5580.73,5607.58,5549.5,5567.25,0
2001-05-14,5523.33,5533.97,5469.87,5487.72,0
2001-05-15,5513.64,5545.33,5462.06,5544.13,0
2001-05-16,5502.98,5523.64,5433.31,5522.69,0
2001-05-17,5607.32,5632.54,5569.66,5592.65,0
2001-05-18,5569.88,5658.26,5562.43,5638.24,0
2001-05-21,5647.35,5660.69,5584.72,5652.04,0
2001-05-22,5687.71,5728.52,5675.54,5693.47,0
2001-05-23,5663.87,5688.64,5630.74,5630.74,0
2001-05-24,5619.01,5680.26,5615.12,5656.47,0
2001-05-25,5651.06,5661.34,5568.23,5581.94,0
2001-05-28,5584.54,5644.41,5575.92,5606.32,0
2001-05-29,5588.74,5631.39,5537.51,5542.27,0
2001-05-30,5533.7,5539.46,5440.06,5444.27,0
2001-05-31,5420.74,5472.76,5405.66,5454.19,0
2001-06-01,5453.29,5471.41,5387.76,5432.71,0
2001-06-05,5474.47,5517.96,5455.34,5516.27,0
2001-06-06,5535.46,5546.6,5491.26,5496.49,0
2001-06-07,5474.24,5500.99,5431.72,5453.39,0
2001-06-08,5479.07,5537.9,5439.93,5439.93,0
2001-06-11,5432.25,5478.58,5413.61,5418.47,0
2001-06-12,5418.27,5430.89,5300.07,5311.94,0
2001-06-13,5340.78,5369.18,5334.24,5353.63,0
2001-06-14,5304.57,5322.49,5276.78,5297.07,0
2001-06-15,5258.59,5282.56,5192.35,5243.84,0
2001-06-18,5225.94,5244.68,5160.28,5160.28,0
2001-06-19,5159.21,5248.34,5159.21,5199.41,0
2001-06-20,5186.78,5186.78,5114.73,5170.49,0
2001-06-21,5204.15,5211.67,5121.61,5134.97,0
2001-06-22,5163.11,5213.18,5150.4,5183.67,0
2001-06-25,5145.44,5230.55,5144.66,5213.46,0
2001-06-26,5199.08,5204.45,5077.0,5090.73,0
2001-06-27,5099.8,5110.73,5053.11,5057.72,0
2001-06-28,5055.32,5135.1,4967.61,5133.56,0
2001-06-29,5139.0,5225.33,5123.33,5225.33,0
2001-07-02,5215.75,5299.9,5187.13,5296.51,0
2001-07-03,5269.78,5273.18,5205.78,5205.78,0
2001-07-04,5222.31,5222.31,5139.5,5175.13,0
2001-07-05,5115.56,5148.73,5096.45,5123.83,0
2001-07-06,5088.19,5088.19,4992.46,4999.36,0
2001-07-09,5008.86,5039.96,4903.06,5027.37,0
2001-07-10,5013.53,5067.41,4960.13,4973.4,0
2001-07-11,4880.51,4958.32,4880.51,4914.68,0
2001-07-12,4996.07,5010.0,4948.36,4961.43,0
2001-07-13,5000.69,5028.53,4933.25,5025.24,0
2001-07-16,5036.62,5036.62,4976.02,5022.76,0
2001-07-17,4972.52,4994.72,4956.56,4978.54,0
2001-07-18,4985.27,4985.27,4865.41,4867.5,0
2001-07-19,4887.52,4930.39,4825.88,4930.39,0
2001-07-20,4880.58,4894.23,4841.87,4880.7,0
2001-07-23,4861.66,4961.42,4851.65,4911.92,0
2001-07-24,4886.21,4913.23,4853.95,4855.6,0
2001-07-25,4864.88,4888.25,4773.17,4773.17,0
2001-07-26,4842.78,4854.37,4790.1,4842.12,0
2001-07-27,4872.84,4968.06,4872.13,4967.15,0
2001-07-30,4982.39,5054.4,4946.12,5033.71,0
2001-07-31,5022.55,5095.38,4995.89,5085.51,0
2001-08-01,5073.75,5125.31,5068.89,5111.58,0
2001-08-02,5121.95,5204.2,5083.34,5088.7,0
2001-08-03,5078.16,5093.27,5019.11,5031.29,0
2001-08-06,5017.63,5096.85,5009.45,5066.25,0
2001-08-07,5039.04,5062.86,4974.35,5051.62,0
2001-08-08,5034.9,5038.53,4964.7,4986.23,0
2001-08-09,4927.95,4934.26,4872.42,4888.3,0
2001-08-10,4913.84,4962.16,4822.29,4846.02,0
2001-08-13,4903.73,4925.56,4829.82,4920.35,0
2001-08-14,4946.07,5003.21,4942.1,4962.64,0
2001-08-15,4948.86,4974.02,4924.02,4933.97,0
2001-08-16,4915.14,4916.49,4849.38,4882.62,0
2001-08-17,4905.7,4927.44,4753.12,4777.37,0
2001-08-20,4770.5,4817.98,4724.55,4791.43,0
2001-08-21,4806.9,4836.0,4776.82,4834.87,0
2001-08-22,4788.91,4891.03,4768.89,4812.14,0
2001-08-23,4835.46,4842.38,4775.33,4809.5,0
2001-08-24,4830.74,4919.91,4822.17,4916.56,0
2001-08-27,4917.14,4963.86,4899.09,4905.79,0
2001-08-28,4891.56,4940.93,4793.0,4815.72,0
2001-08-29,4792.24,4869.94,4765.71,4834.89,0
2001-08-30,4827.18,4863.26,4697.67,4703.87,0
2001-08-31,4687.93,4722.54,4668.19,4689.34,0
2001-09-03,4712.09,4712.09,4585.39,4629.8,0
2001-09-04,4696.94,4708.04,4576.42,4673.98,0
2001-09-05,4627.17,4643.75,4563.69,4571.56,0
2001-09-06,4616.6,4616.6,4470.73,4480.75,0
2001-09-07,4485.07,4507.7,4396.55,4413.51,0
2001-09-10,4372.13,4427.16,4251.54,4383.74,0
2001-09-11,4059.75,4059.75,4059.75,4059.75,0
2001-09-12,3861.67,4182.91,3858.37,4114.26,0
2001-09-13,4089.83,4143.95,4041.39,4113.87,0
2001-09-14,4124.13,4174.92,3906.74,3909.49,0
2001-09-17,3861.08,4024.95,3783.62,4015.46,0
2001-09-18,3980.65,3980.65,3891.32,3970.18,0
2001-09-19,3955.41,4014.86,3873.81,3888.93,0
2001-09-20,3878.57,3913.64,3714.05,3738.18,0
2001-09-21,3674.37,3733.12,3463.07,3652.87,0
2001-09-24,3713.76,3861.19,3713.76,3861.19,0
2001-09-25,3795.85,3947.83,3769.09,3902.85,0
2001-09-26,3882.26,4012.94,3836.42,3975.53,0
2001-09-27,3946.71,4013.23,3928.12,4013.23,0
2001-09-28,4065.22,4117.84,4040.89,4079.02,0
2001-10-01,4097.22,4097.64,3979.05,4004.57,0
2001-10-02,4018.46,4044.66,3914.39,4044.66,0
2001-10-03,4034.82,4034.82,3930.04,4024.25,0
2001-10-04,4110.52,4195.8,4094.02,4195.8,0
2001-10-05,4137.16,4232.66,4116.15,4164.76,0
2001-10-08,4102.93,4172.21,4031.09,4172.21,0
2001-10-09,4149.33,4217.23,4123.54,4176.97,0
2001-10-10,4145.48,4319.38,4131.57,4319.38,0
2001-10-11,4328.35,4407.67,4312.48,4330.68,0
2001-10-12,4372.42,4381.49,4283.5,4336.88,0
2001-10-15,4295.21,4300.72,4196.73,4213.91,0
2001-10-16,4220.47,4308.49,4193.01,4308.49,0
2001-10-17,4379.81,4458.04,4362.99,4411.51,0
2001-10-18,4308.24,4359.41,4291.39,4338.09,0
2001-10-19,4310.8,4347.89,4228.23,4264.89,0
2001-10-22,4281.78,4345.45,4243.12,4341.29,0
2001-10-23,4385.35,4455.76,4377.41,4455.76,0
2001-10-24,4420.8,4535.9,4394.13,4486.35,0
2001-10-25,4491.68,4546.42,4363.36,4378.45,0
2001-10-26,4443.88,4482.76,4419.4,4478.63,0
2001-10-29,4465.67,4465.67,4382.57,4383.24,0
2001-10-30,4315.19,4326.52,4235.69,4251.93,0
2001-10-31,4238.02,4391.01,4201.81,4341.29,0
2001-11-01,4325.19,4366.94,4276.61,4366.94,0
2001-11-02,4387.81,4418.83,4338.82,4369.4,0
2001-11-05,4392.05,4488.94,4389.77,4485.34,0
2001-11-06,4500.74,4532.26,4438.18,4461.69,0
2001-11-07,4491.75,4518.01,4410.63,4493.27,0
2001-11-08,4494.94,4589.08,4482.49,4573.04,0
2001-11-09,4517.3,4566.13,4508.43,4514.28,0
2001-11-12,4512.43,4517.48,4329.74,4376.58,0
2001-11-13,4437.93,4570.7,4437.93,4565.68,0
2001-11-14,4573.23,4643.51,4540.75,4575.09,0
2001-11-15,4607.31,4643.15,4530.83,4577.28,0
2001-11-16,4591.51,4604.76,4544.69,4587.3,0
2001-11-19,4620.76,4686.2,4600.72,4660.49,0
2001-11-20,4686.62,4686.62,4574.31,4593.52,0
2001-11-21,4548.92,4616.31,4543.67,4557.03,0
